Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CsFG,CsFG+,CsBR,CsTS,CsDZ,CsGR,CsVCFG,CsMIFG,CsSQ,CsVCTS,CsFU,CsRA,CsSN,CsNA,CsBCFG,CsTSRA,CsHZ
1,2013-08-27,96,77,87.0,17.0,70,75.0,0.0,22.0,512.0,1835.0,NA,0.0,,0.0,0.0,29.18,29.9,11.7,24,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-08-27,96,77,87.0,,68,74.0,0.0,22.0,,,NA,,,,0.0,29.24,29.89,12.5,24,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-08-28,83,71,77.0,7.0,69,72.0,0.0,12.0,513.0,1834.0,NA,0.0,,0.0,0.0,29.26,29.95,6.9,3,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-08-28,83,71,77.0,,67,71.0,0.0,12.0,,,BR,,,,0.0,29.32,29.94,5.8,36,8.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2013-08-29,89,66,78.0,8.0,64,69.0,0.0,13.0,514.0,1832.0,BR HZ,0.0,,0.0,0.0,29.29,30.01,3.9,10,4.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2013-08-29,87,69,78.0,,65,69.0,0.0,13.0,,,FG BR HZ,,,,0.0,29.36,30.0,4.2,10,4.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2013-08-30,96,67,82.0,12.0,68,72.0,0.0,17.0,515.0,1831.0,BR,0.0,,0.0,0.36,29.13,29.86,4.4,26,8.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013-08-30,96,69,83.0,,67,71.0,0.0,18.0,,,TSRA RA,,,,0.47,29.21,29.85,5.3,24,7.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2013-08-31,78,71,75.0,6.0,67,69.0,0.0,10.0,516.0,1829.0,TS TSRA,0.0,,0.0,0.07,29.1,29.82,6.1,5,7.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2013-08-31,77,70,74.0,,66,68.0,0.0,9.0,,,TS TSRA RA BR,,,,0.96,29.16,29.81,5.8,4,7.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2013-09-01,85,65,75.0,7.0,67,70.0,0.0,10.0,517.0,1827.0,TS,0.0,,0.0,0.14,29.05,29.76,4.2,29,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013-09-01,84,68,76.0,,66,69.0,0.0,11.0,,,NA,,,,0.02,29.11,29.75,3.9,27,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-02,79,60,70.0,2.0,61,64.0,0.0,5.0,518.0,1826.0,NA,0.0,,0.0,0.0,29.21,29.9,8.1,2,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-02,77,62,70.0,,60,64.0,0.0,5.0,,,NA,,,,0.0,29.27,29.89,7.5,2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-03,77,57,67.0,-1.0,54,59.0,0.0,2.0,519.0,1824.0,NA,0.0,,0.0,0.0,29.32,30.02,4.0,30,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-03,76,58,67.0,,54,60.0,0.0,2.0,,,NA,,,,0.0,29.39,30.02,1.5,34,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-04,84,59,72.0,4.0,57,63.0,0.0,7.0,520.0,1822.0,NA,0.0,,0.0,0.0,29.37,30.08,6.2,26,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-04,84,59,72.0,,55,62.0,0.0,7.0,,,NA,,,,0.0,29.44,30.08,6.4,25,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-05,74,59,67.0,0.0,54,60.0,0.0,2.0,521.0,1821.0,NA,0.0,,0.0,0.0,29.49,30.2,9.0,5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-05,74,65,70.0,,53,60.0,0.0,5.0,,,NA,,,,0.0,29.55,30.19,9.2,6,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-06,86,57,72.0,5.0,58,64.0,0.0,7.0,522.0,1819.0,NA,0.0,,0.0,0.0,29.38,30.11,4.7,20,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-06,85,62,74.0,,55,63.0,0.0,9.0,,,NA,,,,0.0,29.44,30.11,4.3,17,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-07,88,65,77.0,10.0,62,68.0,0.0,12.0,523.0,1817.0,NA,0.0,,0.0,0.01,29.21,29.94,5.7,23,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-07,87,68,78.0,,61,67.0,0.0,13.0,,,NA,,,,0.0,29.28,29.94,5.8,23,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-08,77,71,74.0,8.0,66,69.0,0.0,9.0,524.0,1815.0,NA,0.0,,0.0,0.0,29.26,29.98,10.5,7,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-08,78,71,75.0,,65,68.0,0.0,10.0,,,NA,,,,0.0,29.33,29.96,10.1,7,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-09,94,68,81.0,15.0,70,74.0,0.0,16.0,525.0,1814.0,NA,0.0,,0.0,0.0,29.15,29.86,9.0,20,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-09,94,69,82.0,,68,73.0,0.0,17.0,,,HZ,,,,0.0,29.22,29.86,8.5,20,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2013-09-10,95,77,86.0,20.0,64,71.0,0.0,21.0,526.0,1812.0,NA,0.0,,0.0,0.0,29.25,29.95,12.1,24,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-10,96,78,87.0,,63,71.0,0.0,22.0,,,NA,,,,0.0,29.32,29.94,12.2,24,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-11,91,75,83.0,18.0,66,71.0,0.0,18.0,527.0,1810.0,NA,0.0,,0.0,0.0,29.28,29.98,4.2,27,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-11,92,75,84.0,,66,71.0,0.0,19.0,,,NA,,,,0.0,29.34,29.97,5.1,25,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-12,82,62,72.0,7.0,59,64.0,0.0,7.0,528.0,1809.0,RA,0.0,,0.0,0.0,29.28,29.98,7.0,35,9.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-09-12,83,63,73.0,,58,64.0,0.0,8.0,,,NA,,,,0.06,29.34,29.97,6.8,34,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-13,67,52,60.0,-5.0,45,52.0,5.0,0.0,529.0,1807.0,NA,0.0,,0.0,0.0,29.41,30.13,10.7,1,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-13,67,54,61.0,,45,53.0,4.0,0.0,,,NA,,,,0.0,29.47,30.12,12.8,1,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-14,72,47,60.0,-4.0,43,52.0,5.0,0.0,530.0,1805.0,NA,0.0,,0.0,0.0,29.36,30.1,4.7,21,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-14,72,51,62.0,,41,52.0,3.0,0.0,,,NA,,,,0.0,29.44,30.11,5.3,19,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-15,62,56,59.0,-5.0,52,55.0,6.0,0.0,531.0,1803.0,RA BR,0.0,,0.0,0.65,29.34,30.06,1.1,2,5.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-09-15,62,58,60.0,,51,55.0,5.0,0.0,,,RA DZ BR,,,,0.24,29.41,30.06,0.4,19,5.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2013-09-16,64,51,58.0,-6.0,47,52.0,7.0,0.0,532.0,1760.0,NA,0.0,,0.0,0.0,29.59,30.3,9.7,3,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-16,64,55,60.0,,47,53.0,5.0,0.0,,,NA,,,,0.0,29.65,30.29,11.4,3,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-17,71,49,60.0,-4.0,51,56.0,5.0,0.0,533.0,1758.0,NA,0.0,,0.0,0.0,29.49,30.23,7.0,13,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-17,70,53,62.0,,49,55.0,3.0,0.0,,,NA,,,,0.0,29.55,30.23,7.2,12,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-18,81,60,71.0,7.0,60,64.0,0.0,6.0,535.0,1756.0,NA,0.0,,0.0,0.55,29.26,30.01,8.7,18,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-18,82,62,72.0,,58,62.0,0.0,7.0,,,TS HZ,,,,0.51,29.35,30.02,6.7,17,9.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2013-09-19,84,69,77.0,14.0,68,70.0,0.0,12.0,536.0,1755.0,TS TSRA RA FG BR HZ,0.0,,0.0,0.84,29.14,29.87,8.3,16,10.6,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
2,2013-09-19,84,70,77.0,,66,69.0,0.0,12.0,,,RA BR HZ,,,,0.0,29.21,29.87,7.8,16,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2013-09-20,76,58,67.0,5.0,60,63.0,0.0,2.0,537.0,1753.0,NA,0.0,,0.0,0.0,29.08,29.8,10.1,26,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-20,77,59,68.0,,59,63.0,0.0,3.0,,,NA,,,,0.02,29.15,29.8,10.3,26,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-21,67,52,60.0,-2.0,48,53.0,5.0,0.0,538.0,1751.0,NA,0.0,,0.0,0.0,29.17,29.87,9.6,33,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-21,67,51,59.0,,46,53.0,6.0,0.0,,,NA,,,,0.0,29.23,29.87,9.0,33,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-22,67,49,58.0,-4.0,47,52.0,7.0,0.0,539.0,1749.0,NA,0.0,,0.0,0.0,29.3,30.01,6.2,4,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-22,67,49,58.0,,45,51.0,7.0,0.0,,,NA,,,,0.0,29.36,30.01,4.8,5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-23,67,46,57.0,-4.0,48,53.0,8.0,0.0,540.0,1748.0,NA,0.0,,0.0,0.0,29.34,30.06,4.9,10,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-23,67,50,59.0,,45,52.0,6.0,0.0,,,NA,,,,0.0,29.41,30.06,6.8,11,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-24,70,49,60.0,-1.0,49,54.0,5.0,0.0,541.0,1746.0,NA,0.0,,0.0,0.0,29.26,30.0,6.2,10,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-24,91,52,71.5,,48,54.0,5.0,0.0,,,NA,,,,0.0,29.33,30.0,5.8,9,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-25,70,51,61.0,0.0,52,56.0,4.0,0.0,542.0,1744.0,NA,0.0,,0.0,0.0,29.23,29.95,4.8,5,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-25,71,56,64.0,,51,56.0,1.0,0.0,,,NA,,,,0.0,29.29,29.95,5.9,6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-26,75,50,63.0,3.0,52,58.0,2.0,0.0,543.0,1742.0,BR,0.0,,0.0,0.0,29.34,30.04,3.8,8,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013-09-26,75,55,65.0,,52,58.0,0.0,0.0,,,NA,,,,0.0,29.4,30.04,4.1,9,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-27,81,52,67.0,7.0,51,57.0,0.0,2.0,544.0,1741.0,NA,0.0,,0.0,0.0,29.38,30.09,7.0,13,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-27,80,57,69.0,,48,57.0,0.0,4.0,,,NA,,,,0.0,29.44,30.09,6.6,12,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-09-28,84,55,70.0,11.0,56,62.0,0.0,5.0,545.0,1739.0,RA BR,0.0,,0.0,0.2,29.24,29.98,10.9,19,12.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-09-28,85,58,72.0,,54,61.0,0.0,7.0,,,RA BR,,,,0.02,29.31,29.98,10.2,18,11.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2013-09-29,68,51,60.0,1.0,49,54.0,5.0,0.0,546.0,1737.0,RA BR,0.0,,0.0,0.18,29.29,30.01,6.0,36,7.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-09-29,84,53,68.5,,48,54.0,5.0,0.0,,,RA BR,,,,0.22,29.36,30.01,6.3,36,7.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2013-09-30,74,47,61.0,2.0,49,55.0,4.0,0.0,547.0,1735.0,NA,0.0,,0.0,0.0,29.21,29.93,5.8,19,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-09-30,76,50,63.0,,47,55.0,2.0,0.0,,,NA,,,,0.0,29.28,29.93,4.2,19,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-01,79,62,71.0,13.0,62,65.0,0.0,6.0,548.0,1734.0,BR,0.0,,0.0,0.0,29.21,29.92,12.5,22,12.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013-10-01,79,62,71.0,,61,64.0,0.0,6.0,,,BR HZ,,,,0.0,29.28,29.92,11.9,21,11.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2013-10-02,76,62,69.0,11.0,50,59.0,0.0,4.0,549.0,1732.0,BR,0.0,,0.0,0.0,29.31,30.02,4.7,7,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013-10-02,77,64,71.0,,50,59.0,0.0,6.0,,,BR HZ,,,,0.0,29.37,30.02,5.2,7,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2013-10-03,78,60,69.0,12.0,65,67.0,0.0,4.0,550.0,1730.0,RA DZ FG+ BR,0.0,,0.0,0.12,29.19,29.91,7.4,19,7.9,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-10-03,78,64,71.0,,65,67.0,0.0,6.0,,,RA DZ FG+ BR HZ,,,,0.8,29.26,29.91,7.1,19,7.7,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,2013-10-04,74,65,70.0,13.0,65,66.0,0.0,5.0,552.0,1729.0,RA BR,0.0,,0.0,0.0,29.23,29.94,2.6,12,6.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-10-04,76,66,71.0,,64,66.0,0.0,6.0,,,BR HZ,,,,0.0,29.29,29.94,2.0,16,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2013-10-05,80,61,71.0,14.0,66,68.0,0.0,6.0,553.0,1727.0,TSRA BR,0.0,,0.0,0.82,29.11,29.84,5.2,19,6.4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2013-10-05,81,65,73.0,,66,68.0,0.0,8.0,,,BR HZ,,,,0.68,29.18,29.83,6.7,19,8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2013-10-06,64,45,55.0,-1.0,44,49.0,10.0,0.0,554.0,1725.0,RA,0.0,,0.0,0.09,29.02,29.75,8.7,25,9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-10-06,76,48,62.0,,44,50.0,10.0,0.0,,,RA DZ BR,,,,0.06,29.1,29.76,10.1,25,10.6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2013-10-07,68,45,57.0,1.0,45,50.0,8.0,0.0,555.0,1724.0,NA,0.0,,0.0,0.0,29.23,29.92,6.1,28,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-07,67,45,56.0,,44,50.0,9.0,0.0,,,NA,,,,0.0,29.3,29.94,6.3,26,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-08,75,43,59.0,3.0,48,53.0,6.0,0.0,556.0,1722.0,NA,0.0,,0.0,0.0,29.42,30.13,4.7,18,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-08,76,49,63.0,,46,53.0,2.0,0.0,,,NA,,,,0.0,29.49,30.13,4.0,17,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-09,71,48,60.0,5.0,47,53.0,5.0,0.0,557.0,1720.0,NA,0.0,,0.0,0.0,29.45,30.18,3.6,12,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-09,70,52,61.0,,47,53.0,4.0,0.0,,,NA,,,,0.0,29.52,30.18,3.4,11,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-10,74,46,60.0,5.0,50,55.0,5.0,0.0,558.0,1719.0,BR,0.0,,0.0,0.0,29.37,30.11,2.9,13,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2013-10-10,75,51,63.0,,49,55.0,2.0,0.0,,,NA,,,,0.0,29.44,30.11,3.0,12,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-11,76,51,64.0,10.0,51,56.0,1.0,0.0,559.0,1717.0,NA,0.0,,0.0,0.0,29.28,30.02,7.3,14,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-11,77,56,67.0,,48,56.0,0.0,2.0,,,NA,,,,0.0,29.36,30.02,6.1,14,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-12,73,46,60.0,6.0,54,57.0,5.0,0.0,600.0,1715.0,RA BR,0.0,,0.0,0.12,29.32,30.02,5.7,21,7.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-10-12,73,53,63.0,,52,57.0,2.0,0.0,,,NA,,,,0.01,29.39,30.02,6.0,21,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-13,64,44,54.0,1.0,41,48.0,11.0,0.0,602.0,1714.0,NA,0.0,,0.0,0.0,29.62,30.32,5.3,32,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-13,65,46,56.0,,40,48.0,9.0,0.0,,,NA,,,,0.0,29.68,30.33,3.1,34,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-14,62,42,52.0,-1.0,44,49.0,13.0,0.0,603.0,1712.0,NA,0.0,,0.0,0.0,29.53,30.29,6.6,8,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-14,62,45,54.0,,43,49.0,11.0,0.0,,,NA,,,,0.0,29.59,30.29,7.2,8,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-15,64,49,57.0,4.0,51,54.0,8.0,0.0,604.0,1711.0,RA BR,0.0,,0.0,0.07,29.14,29.91,7.6,19,10.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-10-15,65,51,58.0,,50,54.0,7.0,0.0,,,RA BR,,,,0.09,29.22,29.92,6.9,19,9.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2013-10-16,54,47,51.0,-1.0,45,48.0,14.0,0.0,605.0,1709.0,DZ,0.0,,0.0,0.0,29.16,29.89,10.5,25,10.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2013-10-16,54,47,51.0,,43,47.0,14.0,0.0,,,DZ,,,,0.0,29.23,29.91,10.5,25,10.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2013-10-17,53,40,47.0,-5.0,44,46.0,18.0,0.0,606.0,1707.0,RA BR,0.0,,0.0,0.29,29.12,29.86,6.1,26,6.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-10-17,54,44,49.0,,43,47.0,16.0,0.0,,,RA BR HZ,,,,0.17,29.2,29.88,7.1,24,7.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2013-10-18,50,39,45.0,-6.0,40,43.0,20.0,0.0,607.0,1706.0,NA,0.0,,0.0,0.0,29.18,29.91,8.3,26,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-18,50,42,46.0,,39,43.0,19.0,0.0,,,NA,,,,0.0,29.26,29.93,7.9,25,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-19,54,42,48.0,-3.0,37,42.0,17.0,0.0,608.0,1704.0,RA,0.0,,0.0,0.01,29.1,29.83,8.9,25,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-10-19,54,43,49.0,,36,43.0,16.0,0.0,,,RA,,,,0.01,29.17,29.85,10.1,24,10.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2013-10-20,61,36,49.0,-1.0,42,46.0,16.0,0.0,610.0,1703.0,RA,0.0,,0.0,0.01,29.07,29.8,5.1,20,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-10-20,65,41,53.0,,41,47.0,12.0,0.0,,,RA,,,,0.02,29.15,29.82,7.5,21,8.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2013-10-21,55,33,44.0,-6.0,31,38.0,21.0,0.0,611.0,1701.0,NA,0.0,,0.0,0.0,29.19,29.9,10.8,27,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-21,55,36,46.0,,32,40.0,19.0,0.0,,,RA,,,,0.03,29.26,29.92,10.3,27,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2013-10-22,42,29,36.0,-14.0,31,34.0,29.0,0.0,612.0,1660.0,RA,0.0,,0.0,0.0,29.21,29.95,5.4,26,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2013-10-22,41,31,36.0,,31,35.0,29.0,0.0,,,RA DZ BR,,,,0.03,29.28,29.97,4.6,26,5.4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2013-10-23,46,32,39.0,-10.0,27,34.0,26.0,0.0,613.0,1658.0,NA,0.0,,0.0,0.0,29.24,29.98,9.2,30,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-23,46,32,39.0,,27,34.0,26.0,0.0,,,RA SN,,,,0.0,29.32,30.0,9.2,29,9.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,2013-10-24,44,31,38.0,-11.0,25,33.0,27.0,0.0,614.0,1657.0,NA,0.0,,0.0,0.0,29.45,30.16,10.3,30,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-24,44,34,39.0,,25,34.0,26.0,0.0,,,NA,,,,0.0,29.52,30.2,9.2,30,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-25,51,29,40.0,-8.0,26,35.0,25.0,0.0,616.0,1656.0,NA,0.0,,0.0,0.0,29.47,30.24,10.8,24,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-25,51,29,40.0,,26,36.0,25.0,0.0,,,NA,,,,0.0,29.57,30.28,10.4,23,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-26,55,37,46.0,-2.0,29,39.0,19.0,0.0,617.0,1654.0,NA,0.0,,0.0,0.0,29.22,29.96,10.9,27,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-26,55,38,47.0,,29,39.0,18.0,0.0,,,NA,,,,0.0,29.3,29.98,10.5,26,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-27,54,29,42.0,-6.0,29,37.0,23.0,0.0,618.0,1653.0,NA,0.0,,0.0,0.0,29.28,30.02,6.3,23,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-27,55,32,44.0,,29,38.0,21.0,0.0,,,NA,,,,0.0,29.37,30.05,6.4,23,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-28,53,35,44.0,-3.0,37,41.0,21.0,0.0,619.0,1651.0,NA,0.0,,0.0,0.0,29.54,30.26,9.0,4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-28,54,36,45.0,,38,42.0,20.0,0.0,,,NA,,,,0.0,29.6,30.26,8.8,4,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2013-10-29,57,42,50.0,3.0,40,45.0,15.0,0.0,620.0,1650.0,NA,0.0,,0.0,0.0,29.49,30.25,6.1,10,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2013-10-29,57,43,50.0,,39,45.0,15.0,0.0,,,RA HZ,,,,0.0,29.57,30.26,5.9,11,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2013-10-30,63,43,53.0,7.0,52,53.0,12.0,0.0,622.0,1649.0,RA BR HZ,0.0,,0.0,0.55,29.22,30.0,6.6,15,7.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2013-10-30,64,47,56.0,,52,53.0,9.0,0.0,,,RA BR HZ,,,,1.16,29.29,30.01,5.3,14,6.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
