company,review_header,rating,pro,con,date_author
Treehouse,"I'm probably biased, but I LOVE Treehouse :)",5.0,"* A Mission that truly affects people's lives. I get SO many emails from Students telling me how we helped them get an amazing new job or build something exciting.
* Working with people that are passionate about our Mission
* Creating something that's never existed: Affordable, effective online education that prepares you for a job
* Great work-life integration. I treasure my time with my wife and kids on Fridays.","* We are just getting started with properly trained management and healthy processes. We were a no-manager company for around 1.5 years
* Being distributed across the world makes it hard sometimes to always feel connected to everyone in the company
* Being in a cutting edge industry, we often have to adapt quickly",28 Mar 2016 - Chief Executive Officer
Treehouse,It was and still is my Dream Job,5.0,The company is very mission driven. They provide amazing benefits for their employees. The team culture is great. The work is always challenging. The company is always trying to improve. Best company I've ever worked for.,Like any company that is growing they have growing pains. Things get lost and communication between departments could be improved. The direction of the company can shift suddenly. There are also several departments that are very new to the company and have not been able to hit full steam yet.,26 Mar 2016 - Anonymous Employee
Treehouse,"Some good and bad, really depends on your outlook",4.0,"Notably: Good benefits and a 4-day work week.

But also, working with people who are extremely passionate about what they do and knowing that the product you're contributing to has literally changed the lives of thousands of people. That's not something I can say for many other jobs I have had.  There's a true feeling of ""WE DID THIS!"" when we have large successes and a nice feeling of camaraderie that stems from that.","The company has definitely hit an era of ""growing pains"" where everything feels a bit awkward. Culture is a bit all over the place and there have been days where I have to collaborate with someone I've never worked with before and been kind of surprised that we work for the same company based on how wildly divergent our personal cultures are. 

As a remote employee, it is often difficult to differentiate what is simply inadvertent ""being out of the loop"" due to being a remote employee and what is changes in transparency from the executive team. And sometimes management feels a bit like a whiplash scenario from previously being a flat organization. There definitely is some level of micromanagement that can be exhausting if you're an otherwise responsible person.

The cons are very relative though and I think the longer you work for a company that gives you so many benefits, it becomes easier to lose sight of how good what you have is.",4 Apr 2016 - Anonymous Employee
Treehouse,Awesome Place; Tech Company & Mission Driven,5.0,"+Treehouse is an awesome place to work for so many reasons!   The company is mission driven, with the goal of changing the world by creating affordable, high-quality technology education.  But it is also unique, because it is a Technology company looking to scale, so you really have the best of both worlds.

+The management team really values creating a strong and fun company culture, and places a lot of emphasis on providing work life balance (merit based work;  4 day work week;  flexible schedule / remote work in a lot of cases, etc).   Staff respect the work flexibility, and stay focused to ensure work is being completed.  

+It's great to work with such a driven and intelligent team.  Always inspiring to hear every week from customers how much they love Treehouse and how the quality of learning is far better than other options on the market.","-Treehouse is still a young company; with that comes opportunity but also strain.  

-If you like the idea of things changing rapidly, and having the opportunity to identify an idea and run with it, you should do well here.  If you want to know exactly what your role will be and the projects you'll be working on in the future, or dislike pivoting without much notice, then it may not be the best fit.  The culture, camaraderie, work flexibility, and communication from management at Treehouse make this super easy to manage, but it's still a start-up atmosphere, so really depends on your personal preference.

-Some others have mentioned growing pains, but the changes being implemented will improve the company trajectory and over time will create more opportunities for all.",2 Mar 2016 - Anonymous Employee
Treehouse,Leadership needs to change,2.0,"Incredible mission, and I still hear from people how Treehouse helped change their life. 4-day workweek means incredible work/life balance. Great healthcare plans and 401k matching.","4 day workweek, over half the company is remote, and the others are split between two offices in Portland and Orlando which creates pockets of culture that don't quite mesh into a cohesive company culture. EVERYTHING is micromanaged, the CEO changes his mind with the direction of the wind, etc. Typical Founder/CEO, who is an incredibly outwardly nice guy, but I've unfortunately seen his true colors as well, and have never been impressed by his management skills or style.  Career advancement opportunities are also meager, the pay is lackluster (they truly pay you for only 4 days a week despite claiming otherwise). The team I worked on had zero chemistry; I don't think anyone actually even liked each other, bc hiring for culture fit when you have no real culture is impossible. By the time I was unceremoniously let go, I was disillusioned with senior management, my coworkers and even the mission. I truly would never recommend that a friend work here unless they were living in the middle of nowhere and a remote gig was their only option.",28 Mar 2016 - Anonymous Employee
Treehouse,A privilege to be part of this company and endeavor,5.0,"- Producing a top-rated online education product that learners rave about!
- Companywide focus on a quality product and terrific user experience
- Benefits, work/life balance, and generosity that make you feel valued and appreciated
- Deliberate, intentional cultivation of good management practices
- Growth mindset among employees and company itself (i.e., always learning)
- Good integration and support of remote employees
- Direction feels data-driven and disciplined as opposed to swayed by the most persuasive colleague
- Unusual transparency from senior management on company performance
- Thoughtful benefits like wellness and continuing education allowances
- Beautiful office at headquarters, and great office setup for remote employees
- The four-day work week
- Unlimited use of Treehouse subscription :)","- Competitive space to be in, as a business
- Can take some deliberate effort to be in the loop, as a remote employee",8 Mar 2016 - 
Treehouse,"Meaningful Mission, Great People",5.0,"Treehouse is a great place to work if you care about working on something meaningful.  I enjoy working for a company that is driven to make people's lives better.  It's inspiring to hear feedback from Treehouse students and see how learning to code has made a difference for them.  It really makes you motivated to do your job in a way that contributes back to the larger mission.

Treehouse has built a great team.  Although about half of the people work remotely, using video conferencing and productivity tools (like Slack and Asana), makes it actually more efficient than other places I have worked.  I was afraid when I joined that I wouldn't have a strong connection with my co-workers because of the remote working situation, but there is a great culture that extends through the different internal communication channels.  People on the team are bright, and genuinely good people.  Everyone is working on the common goal of helping students succeed.  It's definitely one of the major perks of working here.

Another aspect of Treehouse I enjoy is the startup energy of the company.  I feel like we are at the beginning of building something huge and important.  Many of my co-workers are focused on fundamental challenges like building a great product, ensuring students are successful, or creating a sustainable business.  In my experience, individuals can have a huge impact at Treehouse.

Finally, the company has a unique perspective on employees and their commitment to the company.  It used to be called a ""32 Hour Work Week"", where you were encouraged to only work Monday through Thursday.  There has been a lot of change over the past year and they remain committed to allowing employees to balance their time.  While Fridays are still considered a non-work day, I tend to use Fridays to go deeper into aspects of my job that are hard to focus on during the whirlwind of the week.  Being more flexible and understanding of how people use their personal time is one of the real differences of working at Treehouse.  It makes my job and my life much more enjoyable and manageable.","The company is shifting to a much more competitive stance.  The change has been hard for the whole company to absorb and an there is ambiguity on what the new expectations are.  

In the past there were no managers, 32 hour weeks, and you could work on anything you wanted.  It didn't really help advance the business, but individuals had a ton of freedom.  They have now installed managers, and processes to better coordinate and execute.  As expected, some of these things are great and some feel heavy-handed.  Its been a hard adjustment, but in my opinion it was overdue.  

Finally, not having everyone in the same building allows Treehouse to find and hire the best talent, but I sometimes wish I could have more connection to the remote employees.  While on the whole, it works well, there is still something to be said for having people in the same room working on problems together.",22 Feb 2016 - Anonymous Employee
Treehouse,"Still some thrash, but well worth the ride!",4.0,"An exciting work environment doing work that really matters with people that really care. The company has ""taking care of its employees"" built into its very DNA with a strong benefits package, and as a school is exemplary in considering ""what would be best for our students?"" at every level of the organization.","Treehouse is still a relatively young company that is trying to carve out its place in a rapidly changing market, so there are a lot of opportunities for thrash (including the occasional mis-step). Definitely not a place you want to work if you're uncomfortable with change. If you don't mind the occasional change in direction, though, I don't know of many places where you could be as fulfilled in your work.",3 Mar 2016 - Anonymous Employee
Treehouse,"Great coworkers, benefits, & mission",5.0,"Treehouse attracts people who want to change tech education for the better. It keeps them by offering a culture that fosters collaboration and honesty, fantastic benefits, (including a 4-day workweek, lots of time off, full medical/dental/vision), and solid pay. I work with amazing, incredibly smart and fun folks here, and I'm proud of the work we do. I work hard, but Treehouse allows me to set the kind of boundaries that prevent dissatisfaction and burnout.","Treehouse has recently shifted some aspects of its culture, most particularly moving from a ""flat"" organization to a tiered, more traditional one, within about a year. That's been a big transition, and it can lead to some short-term confusion. It's also been hard for some longer-term. I personally prefer it, and I believe it's best in the long run: more accountability means we get more done and help more students. 

Treehouse is also growing, becoming more ""corporate."" Again, some see that as a negative development, but it doesn't have to be. Treehouse is managing it very well so far.",29 Feb 2016 - Anonymous Employee
Treehouse,Amazing Culture,4.0,"Remote work supported
Great Benefits for you and your family
Compelling mission and goals
Work-life balance","No company is perfect, but Treehouse gets a lot right.  Like most companies with around 100 people, Treehouse is still working through some growing pains as it scales up to achieve its mission.",22 Feb 2016 - Anonymous Employee
Treehouse,Not what it used to be,3.0,"Good benefits: medical, dental, 401K, maternity/paternity leave, plenty of paid time off. 4-day work week, so working more than 40 hours is very rare.","Our CEO has appeared on the news before, talking about our 4-day work week and our flat (no managers) structure. We still have the 4-day work week, but managers are back.

The problem is, they are managing through fear. Managers are always trying to measure performance, and dropping hints that employees who aren't performing will be fired. It kills morale.

We have several meetings a week where we do nothing more than report our progress. We also use 2 or 3 different project management tools, where we give the same report we did in our meetings. Everyone is more worried about making the reports look good than about making Treehouse better. If you have an idea, you can suggest it to your manager, but they usually shoot it down.

If you join, you have to sign a very nasty 1 year noncompete agreement. Make sure you have a lawyer review it before you sign it!",22 Dec 2015 - Anonymous Employee
Twistcode,Fun but bad management,2.0,"Latest technologies, fun and flexible.","Late salary payment, Inconsistent decision making.",22 May 2021 - Software Engineer
Twistcode,Fundamental flaws kill organization potential.,2.0,"-Semi-flexible work hours.
-High end machines.
-Not micromanaging employee.
-Occasional benefits can be generous.
-Projects can be interesting.
-Modern office ID","-Delayed & unpaid salaries happen too often. 
-Regularly miss EPF & socso contribution.
-No common fixed allowance & benefits.

-Lacks competent leadership & management team to support Founder’s scaling ambitions causing important aspects of a company being neglected & managed poorly eg. Project Mgmt, Marketing, Admin, Payroll, etc. 
-Poor fiscal management as Founder use funds unregulated. High burnout rate. 
-Publicity centered causing frequent business realignment and lack of company direction & focus.
-Lacks opportunity for meaningful career progression as the company dont have functional structure.",24 Nov 2020 - Developer
Twistcode,Bad management company. Hardly to survive.,3.0,Nice and cool workplace environment.,One man show management. Delusional visionaries.,12 Nov 2020 - Software Engineer
Twistcode,Very Bad Company,1.0,"Not much pro from this company. No vision, bad management, worst company I work with.","Bad financial management, no salaries for few months, no vision and goal, request employee to do a task but not giving a salary.",10 Dec 2020 - Special Project Engineer
Twistcode,AI,2.0,Able to enjoy leisure Cyberjaya city,"Unstable money management system, and overall management.",13 Sept 2020 - Anonymous Employee
Uncharted,Great Place to Work,5.0,Exceptional staff and cooperative attitude,Missing out on the culture when you work remotely,25 Apr 2022 - Financial Analyst
Uncharted,Great place to work,5.0,"Values, benefits, team, remote, culture",None that I can think of,19 Apr 2022 - Anonymous Employee
Uncharted,"Great place to contribute, learn, and maintain balance",5.0,"-This team truly cares about the work and each other. It's an incredibly supportive, trusting team with very little internal politics. I always felt like my teammates were coming from a place of support and positive intent, which shaped my experience there.

- Incredible flexibility and work-life balance, including 4-day workweeks.

- Opportunity to work alongside inspiring entrepreneurs and build a great network / community in the social innovation space. 

- This team brings very little ego to their work and leads with humility, compassion, and curiosity. I think this is what entrepreneurs, community members, and colleagues respond to.","- Traditionally, there hasn't been a lot of predictable upward mobility for director level staff, although there's always opportunity to jump into new projects / responsibility. 

- Not a ton of technical infrastructure / standardized process underpinning the work, which is a limiting factor in running repeatable programs and on boarding new talent, but this is incrementally improving.",25 May 2021 - Director
Uncharted,Awesome,4.0,"Wonderful, human centered company culture",Entrepreneurial nature can equate to lots of changes,11 Mar 2021 - Program Manager
Uncharted,"Be Wary of ""Company Culture"" Accolades",2.0,"- Remote work flexibility
- Relationship building opportunities with phenomenal entrepreneurs","- Inexperienced executive/leadership team
- Zero professional development opportunities
- Limited upward mobility pipelines
- Pay is horrendous
- Most federal holidays not off
- Team frequently condescended for being ""young""",28 Apr 2020 - Anonymous Employee
Uncharted,Dream come true of a company,5.0,"I started working at Uncharted as an intern and was given a lot of responsibility and work that was taken seriously. I had a lot of agency to take on tasks of my own and give my opinion on matters that to me seemed off-limits. Everyone on the team welcomed my opinion and allowed me to be a full member of the team.  For my internship, and continuing on full time, I am lucky to work with people that are constant role-models for driving the kind of change I want to see in the world. Everyone on the team is dedicated to the mission and each person adds value in their own way. This is great because I feel like I can add value too. I am constantly learning something new and developing skills. As a result of the dynamic nature of our work, I get to experience different sides of our business.  

If you desire a workplace with great culture and you want to help move the needle on  big issues with people that care about them just as much as you do  this is the place to be!",I value feedback a lot in my work. I wish Uncharted's feedback process was more robust including both informal and formal feedback.,26 Aug 2019 - Program Associate
Uncharted,Uncharted is next-level energy and next-gen impact!,5.0,"Nothing is mundane at Uncharted. The office culture is one of nonstop joy and there is a magic to the convenings at the foundation of this organization. Even email correspondence feels purposeful. Who knew disruption and change could be this fun! Also, flexible hours, a few days of remote work a week, and 5 weeks of vacation is not too shabby!","The work is not simple and the emotional labor required to accomplish our goals can feel intense. To move the needle on some complex problems will require bringing your whole self to work! Also, I never want to leave the office because I enjoy the company of my teammates too much which is a con, I guess.",23 Aug 2019 - Program Manager
Uncharted,"Great people, culture, focus on impact and learning",5.0,"A cohesive team dedicated to the mission, and not afraid to fail forward.  A culture of learning and genuine connection. This is an organization full of people committed to measurable impact.",The organization is growing quickly and probably not well-suited to individuals that value predictability in their work.,15 Aug 2019 - Director
Uncharted,"Outstanding Culture, Heartfelt Work, Fast Paced Environment",5.0,"There's really good energy on the team. Uncharted has hired really well and created a welcoming environment for people to be their whole selves, leaving room for goofiness, vulnerability, and tough conversations. It's also really nice to be able to stand behind the work that we're doing as a deeply mission-driven organization.","It's a small team doing (sometimes) emotionally taxing work. Most of the team touches our programs, which requires the coordination of a lot of stakeholders with unique interests. Management is working on ways to reduce burnout.",9 Aug 2019 - Director
Uncharted,Uncharted is Glorious,5.0,"The best part of Uncharted is the work culture, hands down. Between family meals, punny jokes, random dancing and out-of-work hangouts, there's no doubt that Uncharted's culture is the bedrock of its success. Additionally, working to make the world a better place by elevating those who are doing just that is incredibly rewarding.",I honestly cannot think of any cons.,7 Aug 2019 - Program Associate
Uncharted,The best people I've worked with,5.0,"Uncharted is full of self-reflective individuals genuinely devoted to delivering impact. The organization continuously works to improve, improving its dedication to measuring impact and adjusting the model to deliver stronger outcomes. In the past few years, the leadership has leveled up the sales engine of the organization, bringing in high-profile partnerships and doubling the budget of the organization positioning it to create more impact. 

The culture of the organization is exceptional. This is a place where people love their jobs! The leadership is humble, devoted to the team, and extremely strategic.","The organization is going through growing pains, with new sales and program partnerships coming in fast, along with the team growing quickly. This results in a heavy workload for staff.",7 May 2019 - Anonymous Employee
Uncharted,Selection Maverick,5.0,Awesome team and amazing business culture!,Wish that they were based in Denver,15 Jun 2018 - Anonymous Intern
Uncharted,An amazing team tackling important issues,5.0,"--I had a ton of agency in my position. The team was in general very responsive to feedback and new ideas for my role on the team.
--This team is incredibly committed and fun to work with.
--The nature of the work was always changing, keeping work interesting.
--The Uncharted network is great to be a part of.","--Not inherently a con, but if you are a person who does not thrive in an ever-shifting work landscape, it might be tough to work here.",10 Sept 2017 - Anonymous Intern
Uncharted,Director,5.0,"Where to start? Awesome team, incredible mission, great work/life balance--there's so much to love about Uncharted!

To be more specific, I worked at Uncharted for three years in various roles, and I had a great experience. Here are a few of the many pros: 

--I was given a lot amount of responsibility and freedom from day one despite my limited professional experience 
--Your team will trust you 100%, and even if you make a mistake it's treated as a chance to learn rather than a red mark on a test
--You get to work with incredibly talented and driven entrepreneurs who are working on inspiring solutions to the world's biggest problems
--The mentor and investor network! This is a network of people you'll get to hang out with that includes people like former execs at Yahoo, Google, HP, and EDs from the world's best nonprofits. Pretty darn cool.
--The staff and the culture at Uncharted are unparalleled. This is a young, fun loving team who works hard and has each other's back
--Great work/life balance with ample time off and a flexible work from home policy. There are some weekends and evenings required during accelerators, but otherwise I felt like I could unplug during evenings, weekends, and vacations
--Great benefits and compensation. Compensation is tied to the 75th percentile of Colorado-based nonprofits and the benefits are very good--health, vision, dental, along with parental leave policies are among the best i've encountered

The other important thing to know about Uncharted is that the entire team has spent a tremendous amount of time and energy making the CEO, Teju,  believe that he's actually good at ping pong. And you'll be expected to do the same. This conspiracy is so extensive that every entrepreneur, mentor, and guest that has ever come to the office or a program has had to be secretly warned before arriving that they need to let Teju win, otherwise his delicate ego would be crushed. I spent 3 years losing to him despite being easily able to beat him any given day with my offhand. But it's a condition of employment at Uncharted that you keep this going, so I did it. 

Kidding. Did I mention the team is fun-loving? 

In summary, Uncharted gets an A+ for  mission, culture, compensation and work/life balance. This is a great place for self-starters and entrepreneurial people who are looking to use their talent and energy to make the world a better place and have one hell of a good time doing it.","I have no major cons, but here are a few observations I made during my time at Uncharted: 

--There was no clear performance or feedback policy, so it was hard to get constructive feedback unless you actively and consistently seek it out
--Not really a con as much as just a general observation, but as with any small nonprofits there was limited upward mobility
--Little to no active management from superiors. Again, not necessarily a con but I'd say that people who are highly self-directed would do well while those looking for more oversight, training and guidance may find it difficult
--Little to no professional development opportunities (i.e. manager training, project management courses, etc) 
--Strategy and roles shifted often, which was exciting but at times caused disconcert & confusion
--At times the organizational structure and chain of command was unclear",9 Aug 2017 - Director
Uncharted,A community dedicated to each other and change,5.0,Uncharted invests heavily in its people by creating an environment where each person can grow in pursuit of a collective mission. The team members are intentional about how they show up and the work being done is meaningful,"Since it is a small team, there is always more to do. If you do not set boundaries, you will probably burn out",11 Aug 2017 - Anonymous Intern
Uncharted,Absolute best place to work,5.0,"Everyone truly treats each other like family
Snack strategy!!
Flexible work schedule
Trust is given to you on day one
We're actually doing good things in the world!","I need to write at least twenty words here, but honestly there aren't many cons. We're a growing company so sometimes roles shift quickly but that keeps it exciting!",8 Aug 2017 - Logistics & Operations Manager
Uncharted,Maverick,5.0,Great network to be a part of.,"Small company, which means less benefits.",5 Dec 2016 - Anonymous Intern
Uncharted,Review,5.0,"A handful of some of the most intelligent, driven, and caring people! An honor to work with them.",I had to write something here.,21 Jan 2016 - 
Uncharted,An Unreasonably Great Group of people,5.0,"- Making a difference
- Inspiring group of coworkers
- Fun
- Incredible networking in Social Enterprise space
- Startup environment
- Incredibly smart coworkers","- Young company
- Not suited for someone who doesn't thrive in uncertainty",10 Nov 2012 - Anonymous Intern
Unito,Best work experience so far!,5.0,"At this company for 8 months so far, my observations:

-Transparency and equality. There is no place for politics, good work is noticed and rewarded.
-Huge focus on employees well-being and individual growth path. Fun work environment.
-Processes are super structured and efficient. 
-Smart and passionate colleagues.
-Good communication. Frequent updates of the big picture: what are the big steps, priorities, what is happening in other departments, etc.
-Each employee has their own areas of responsabilities. It comes with freedom to organize your own work but it also comes with accountability, which is good in my point of view.",I don't see any cons so far.,17 Jun 2022 - Accountant
Unito,Great company culture and work-life balance,5.0,The biggest pro of Unito is the people. Everyone is caring and passionate about the work they do and are always ready to jump in and help others.,Nothing I can think of,16 May 2022 - Anonymous Employee
Unito,Great place to work!,5.0,"- The people are amazing, super knowledgeable and always eager to help
- You are really valued as an employee!
- Fast-paced environment and lot of growth opportunities
- Great company values that are really applied every day (a lot of women in the leadership, transparency, compensation matrix)
- Lot of challenges and also a lot of fun (team activities, events)",None that I can think of!,3 May 2022 - Technical Program Manager
Unito,Great workplace with lofty goals,4.0,"Loved my experience at unito, helped me develop lots of skills with great mentors. Would definitely recommend it if you want to learn and push your boundaries.",Sometimes it could feel like a classic startup grind non stop for very long stretches of time which can be exhausting.,15 May 2022 - Anonymous Employee
Unito,Perfect place to grow,5.0,"- Amazing career path potential and flexibility
- Culture that promotes growth on the personal and professional facets
- A lot of autonomy
- Pilot project so you can make sure you fit right in before committing","- Autonomy comes with responsibility, you need to be able to handle it
- No real cons, you need to want to work smart and hard",13 Apr 2022 - Sales Development Representative (SDR)
Unito,Amazing Workplace!,5.0,"- Extremely collaborative 
- Open door policies 
- No micromanagement 
- Transparent","- No Cons, everything has been a great experience!",11 Feb 2022 - Customer Success Manager
Unito,A company that walks the talk!,5.0,"Unito is hands down the best job I've ever had. I have had so much support/guidance/training right from the start, and my growth trajectory has always felt clear and exciting. I feel celebrated when I hit even the little goals, and the company really wants any type of feedback I'd like to give. The PEOPLE are the best part and I feel excited to come to work every day. It's refreshing! 
This all sounds very corny and overused to describe startup culture, but it's true.","I wouldn't call this a con, but some might. If you're looking into applying, be prepared to work your lil' butt off. Also there could be more diversity amongst the staff, but I feel like Unito is always trying to improve on the D&I front.",30 Nov 2021 - Sales Development Representative (SDR)
Unito,"People first, motivating leadership, great team",5.0,"I've had the best experience in my 9+ months so far. It's so cool to work with people where everyone truly is an expert at what they do, and genuinely want you to do well also. I've found that everyone is incredibly supportive of each other, and managers really know how to motivate and push you in the best way, while also trusting you to be the expert in your role. 
Also very motivating to have female leadership to look up to. The women in executive roles at Unito (half!) are absolute leaders in their fields, while being supportive and inspiring to everyone on their teams. 
The company is growing very quickly, so they invest a lot of effort into making sure there is a solid employee focused foundation to scale. 
Also worth mentioning is their pay scale: salaries are transparent among employees, which is revolutionary for women who often earn less than men without even knowing it. 
NB. If you have the chance to work at Unito, it's not an opportunity to be missed.","Onboarding (remote) was a challenge. There is a lot to learn and things move very quickly. Still a startup so every role is crucial and can mean a lot of priorities to shuffle. Fast paced meaning a lot of work and different everyday (good!), but can be overwhelming at times.",2 Nov 2021 - Partner Program Manager
Unito,There is a loaded beer fridge in the office,5.0,"The team is nurturing, accepting, encouraging and thoughtful. I started as an intern but never once felt like anything other than a respected member of the team. 
The culture is fun loving and active, there is always someone to climb or jog with and the office nap room is comfortable. What more could one ask for?",You can't bring dogs to the office.,25 Oct 2021 - Community Manager
Unito,A place to grow,5.0,"- a place where you can lear, make mistakes and grow surrounded by tons of super qualified people 
- everybody cares and everyone come with good intentions, it allows for work with the bests of teams!
- the great things you read about the culture are true
- flexible and no-nonsense",- not really no ..,20 Sept 2021 - Anonymous Employee
Unito,Great company for the 21st century!,5.0,"Great place to work! The team is highly skilled and committed to the mission but never leaves a teammate behind.

On top of that, the company has excellent values and actually sticks by them. There are many great benefits to support work-life balance, plus we have great policies around pay transparency that eliminate a lot of politics.","Not a con, but you need to be up for the challenge. We support each other and work hard, so we set ourselves tough goals.",22 Jun 2021 - Customer Facing Role
Unito,"Great organization, great people, very interesting product",5.0,"Unito has thoroughly impressed me in a few different ways:

1) The company has very strong values that fit in well with the 21st century and the changing work environment. They also stand by their values.
2) The people are amazing. Unito is made up of a very impressive group of individuals with a strong team mentality. 
3) Work-life balance seems to be important to the company
4) The product is very interesting to work with. It is constantly changing and being improved.
5) Management/supervisors listen to the employees. Very open, direct line of communication across the whole company.","1) Constantly evolving product means you need to work hard to stay up to date.
2) Fast-paced environment meaning there can be stressful days.
3) Not necessarily the company's fault, but the remote work makes it more difficult. To give credit to the company, they have a very clear plan to move back to some sense of normalcy once COVID is under control.",28 May 2021 - Customer Facing Role
Unito,Great place to work,4.0,"- Team is amazing and ready to help 
- Culture is great and they stay true to their values, they really walk the talk
- Product is growing and shaping up nicely
- Startup is not for everyone but it is always exciting and fast moving which is great","- Career growth 
- Management seems to be a bit disconnected from ground work, maybe it is due to remote work though",6 May 2021 - Product Manager
Unito,Awesome place to work!,5.0,"Unito has a great company culture. I'm loving working here, very fortunate to have gotten this job. The team is great and I'm learning so much every day. There's a lot of opportunity to have your voice heard and you really feel like you're contributing to the big picture.","Given the nature of startups, the work structure and scope is constantly changing and adapting which takes getting used to. However, in a way this has been a positive challenge because I'm learning a variety of skills this way as well.",15 Mar 2021 - Sales Development Representative
Unito,Incredible work culture,5.0,"Unito's management team is without a doubt the most transparent & motivated team I've ever worked for. Everyone always knows what's going on and are on the same page because of this transparency. Marc (CEO) has done an incredible job creating a super positive work environment. 

The new office is beautiful and -- when we're allowed back in, re: COVID -- will be an awesome place to work. It's clear that Unito values their employees and invests a lot of time and money to making sure we know it.","As a startup, we're constantly in a phase and discovery and execution. This leads to trying new initiatives, potentially failing, then trying again. This is to be somewhat expected for startups but someone looking for 100% stability should look towards businesses further along in their lifecycle.",15 Jan 2021 - Sales
Unito,An amazing place to work,5.0,"- Super transparent
- Focus on growth
- tackling tough problems
- Experienced, empathetic leadership","- Some hiccups on vertical career mobility
- Product-market fit isn't perfect yet",23 Nov 2020 - Account Executive
Unito,A company to go beyond,5.0,"It's really a place where you can evolve and grow. The company invests you and gives you the means to succeed. The team is there to support you. Everyone is caring and attentive. It's a good size, talented and experienced team. Whatever your growth and the direction you want to give in your career is really the right place to surpass yourself.","It's a startup! You have to be comfortable with the changes and get out of your comfort zone. The company gives you the latitude to invest as much as you want, it can be a challenge at times to find the right work/life balance but it's up to each person. If you like challenges it's a place for you.",3 Nov 2020 - Team Lead
Unito,Great company,5.0,"Ideal startup environment if you're looking to grow into your role and looking for a place where people apply respectful radical candor. No BS environment which is very WELL organized. Business decisions make sense and are driven rationally. Company looking very healthy, especially in COVID times.","Need to be flexible enough to put in extra hours every 4 months or so, nothing crazy, you'll still have a very good work-life balance but sometimes a bit of crunch is needed and that's not for everyone.",29 Sept 2020 - Senior Software Developer
Unito,A great place to learn and grow,5.0,"- Fast paced start-up lead by a senior management team with experience and passion.
- They care about every individual.
- Transparency and a good culture are at the core.
- There is a no blame culture, when they say fail fast they mean it.","- Sometimes the fast pace and drive to deliver can be a little intense.
- having culture at the core while being predominantly remote is hard.",16 Sept 2020 - Product Manager
Unito,"A startup vibe, with a mature company structure",5.0,"The way I see it, the three attributes that make a great business (from an employees' perspective) are the following:

1. Fun vibe
2. Hard work and performance tracking
3. Work-life balance

Too often, I've seen businesses fall into the trap of forcing employees to chose only two of the three attributes. Work hard, play hard, but you're first in last out. Or have a fun environment and great work-life balance, but everything else tanks. 

At Unito, we're so lucky to have all three of those attributes. I'm impressed every. single. day. by how smart and hardworking my colleagues are. The vibe is always light, we have so much fun together, but we all have families that we go back to in the evening (at a decent hour!!!!)

I was also pleasantly surprised to see how structured and well-thought-out processes are at Unito. It's a rare thing for a startup, but it makes it so much easier not only to get your work done but also to understand how everything you're doing fits into the bigger picture.

Compensation is transparent in the business, which I find removes considerable stress and makes it so that there is very little in the company that is taboo.","Despite my glowing review of their processes, one thing does stand out to me as being an important process that needs to be addressed and fixed: how they let people go.",14 Jul 2020 - Anonymous Employee
Unito,"Finally a place where you feel like a person, not a number.",5.0,"The transparency within Unito is great, it allows for constant development and growth. The teams are supportive, and the managers are ready to adapt their management style to fit your needs. There's so much room to grow within the company, and there's also so many opportunities for you to help the company grow. I feel that my opinions and suggestions are heard and valued.",I have nothing to put here at the moment.,25 May 2020 - Customer Support Specialist
Unito,A great company!,5.0,"It's an extremely well organized startup with an existing Product/Market fit :
- Data driven decision making - no politics!
- Transparency: information like salaries are available to employees and communication flows freely across all levels
- Diversity: +45% of women  & 55% of women in leadership position, 10+ different countries of origin for employees
- Shifted smoothly to WFH during the COVID-crisis (all things considering)
- Addressable market is sizeable and will continue to grow in the coming years","- Plans can change as we adapt to the market situation. It's very normal considering the stage of the business - but if you are in search of stability, it's probably not the right place for you.",16 Apr 2020 - Head of Marketing
Unito,A company with vision and soul,5.0,"A place with a solid company culture. They have the perfect blend between human-centric respect and the drive and vision of a company that can revolutionize their market and industry.

Here are a few highlights of working at Unito:

- Transparency. All important data are all available at any time. Sales, profits, salaries, expenses, projections. No hidden agenda, management and executive try to be as transparent as they can.

- Area of responsibilities. Every employee has at least one area where he/she is responsible for. That enhances the sense of purpose , mastery and expertise.

- Recruitment and hiring process is tight. Every new hire has passed through a 'Pilot project' where they collaborate on real projects before receiving an offer. This helps build solid teams that will align quickly to deliver value.

- Teamwork is the first option. If work can be done and assigned to a team, it is normally the preferred way. Working and learning with colleagues enhance motivation and growth mindset.

- Properly funded. Great investors who knows the reality of SaaS companies.","- It's a startup. Meaning changes and adaptation is at the core of the daily life. If you are looking for normalized workflow that hasn't change in years, this might not be the perfect fit. 

- The product is great and promising , but still in its 'market fit' phase. Meaning that product new features and quick adjustments are a bit more important than stability and performance.  Resilience to imperfect sides of a product is a most at this stage of maturity of such powerful platform.",6 Apr 2020 - Vice President Engineering
Unito,"Great culture, great team",5.0,"Culture is everything here. You feel like you're part of a team and people have your back. The intense transparency is refreshing; when someone messes up, whether they're a developer or an executive, you're told about it. Salaries are incredibly competitive, and the benefits are fantastic. I can focus on doing my best work because I'm supported and encouraged.",Can't think of anything here.,13 Feb 2020 - Marketing Copywriter
